学校名称,学校标识码,主管部门,所在地,办学层次,备注
北京大学,4111010001,教育部,北京市,本科,
中国人民大学,4111010002,教育部,北京市,本科,
清华大学,4111010003,教育部,北京市,本科,
北京交通大学,4111010004,教育部,北京市,本科,
北京工业大学,4111010005,北京市,北京市,本科,
北京航空航天大学,4111010006,工业和信息化部,北京市,本科,
北京理工大学,4111010007,工业和信息化部,北京市,本科,
北京科技大学,4111010008,教育部,北京市,本科,
北方工业大学,4111010009,北京市,北京市,本科,
北京化工大学,4111010010,教育部,北京市,本科,
北京工商大学,4111010011,北京市,北京市,本科,
北京服装学院,4111010012,北京市,北京市,本科,
北京邮电大学,4111010013,教育部,北京市,本科,
北京印刷学院,4111010015,北京市,北京市,本科,
北京建筑大学,4111010016,北京市,北京市,本科,
北京石油化工学院,4111010017,北京市,北京市,本科,
北京电子科技学院,4111010018,中央办公厅,北京市,本科,
中国农业大学,4111010019,教育部,北京市,本科,
北京农学院,4111010020,北京市,北京市,本科,
北京林业大学,4111010022,教育部,北京市,本科,
北京协和医学院,4111010023,国家卫生和计划生育委员会,北京市,本科,
首都医科大学,4111010025,北京市,北京市,本科,
北京中医药大学,4111010026,教育部,北京市,本科,
北京师范大学,4111010027,教育部,北京市,本科,
首都师范大学,4111010028,北京市,北京市,本科,
首都体育学院,4111010029,北京市,北京市,本科,
北京外国语大学,4111010030,教育部,北京市,本科,
北京第二外国语学院,4111010031,北京市,北京市,本科,
北京语言大学,4111010032,教育部,北京市,本科,
中国传媒大学,4111010033,教育部,北京市,本科,
中央财经大学,4111010034,教育部,北京市,本科,
对外经济贸易大学,4111010036,教育部,北京市,本科,
北京物资学院,4111010037,北京市,北京市,本科,
首都经济贸易大学,4111010038,北京市,北京市,本科,
外交学院,4111010040,外交部,北京市,本科,
中国人民公安大学,4111010041,公安部,北京市,本科,
国际关系学院,4111010042,教育部,北京市,本科,
北京体育大学,4111010043,国家体育总局,北京市,本科,
中央音乐学院,4111010045,教育部,北京市,本科,
中国音乐学院,4111010046,北京市,北京市,本科,
中央美术学院,4111010047,教育部,北京市,本科,
中央戏剧学院,4111010048,教育部,北京市,本科,
中国戏曲学院,4111010049,北京市,北京市,本科,
北京电影学院,4111010050,北京市,北京市,本科,
北京舞蹈学院,4111010051,北京市,北京市,本科,
中央民族大学,4111010052,国家民委,北京市,本科,
中国政法大学,4111010053,教育部,北京市,本科,
华北电力大学,4111010054,教育部,北京市,本科,
中华女子学院,4111011149,中华妇女联合会,北京市,本科,
北京信息科技大学,4111011232,北京市,北京市,本科,
中国矿业大学（北京）,4111011413,教育部,北京市,本科,
中国石油大学（北京）,4111011414,教育部,北京市,本科,
中国地质大学（北京）,4111011415,教育部,北京市,本科,
北京联合大学,4111011417,北京市,北京市,本科,
北京城市学院,4111011418,北京市教委,北京市,本科,民办
中国青年政治学院,4111011625,共青团中央,北京市,本科,
首钢工学院,4111011831,北京市,北京市,本科,
中国劳动关系学院,4111012453,中华全国总工会,北京市,本科,
北京吉利学院,4111012802,北京市教委,北京市,本科,民办
首都师范大学科德学院,4111013629,北京市教委,北京市,本科,民办
北京工商大学嘉华学院,4111013630,北京市教委,北京市,本科,民办
北京邮电大学世纪学院,4111013901,北京市教委,北京市,本科,民办
北京工业大学耿丹学院,4111013904,北京市教委,北京市,本科,民办
北京警察学院,4111014019,北京市,北京市,本科,
北京第二外国语学院中瑞酒店管理学院,4111014201,北京市教委,北京市,本科,民办
中国科学院大学,4111014430,中国科学院,北京市,本科,
中国社会科学院大学,4111014596,中国社会科学院,北京市,本科,
北京工业职业技术学院,4111010853,北京市,北京市,专科,
北京信息职业技术学院,4111010857,北京市,北京市,专科,
北京电子科技职业学院,4111010858,北京市,北京市,专科,
北京京北职业技术学院,4111011090,北京市,北京市,专科,
北京交通职业技术学院,4111011092,北京市,北京市,专科,
北京青年政治学院,4111011626,北京市,北京市,专科,
北京农业职业学院,4111012448,北京市,北京市,专科,
北京政法职业学院,4111012451,北京市,北京市,专科,
北京财贸职业学院,4111012561,北京市,北京市,专科,
北京北大方正软件职业技术学院,4111012564,北京市教委,北京市,专科,民办
北京经贸职业学院,4111012565,北京市教委,北京市,专科,民办
北京经济技术职业学院,4111012566,北京市教委,北京市,专科,民办
北京戏曲艺术职业学院,4111012567,北京市,北京市,专科,
北京汇佳职业学院,4111012568,北京市教委,北京市,专科,民办
北京科技经营管理学院,4111012733,北京市教委,北京市,专科,民办
北京科技职业学院,4111013703,北京市教委,北京市,专科,民办
北京培黎职业学院,4111013728,北京市教委,北京市,专科,民办
北京经济管理职业学院,4111014073,北京市,北京市,专科,
北京劳动保障职业学院,4111014075,北京市,北京市,专科,
北京社会管理职业学院,4111014139,北京市,北京市,专科,
北京艺术传媒职业学院,4111014140,北京市教委,北京市,专科,民办
北京体育职业学院,4111014215,北京市,北京市,专科,
北京交通运输职业学院,4111014279,北京市,北京市,专科,
北京卫生职业学院,4111014395,北京市,北京市,专科,
北京网络职业学院,4111014588,北京市教委,北京市,专科,民办
南开大学,4112010055,教育部,天津市,本科,
天津大学,4112010056,教育部,天津市,本科,
天津科技大学,4112010057,天津市,天津市,本科,
天津工业大学,4112010058,天津市,天津市,本科,
中国民航大学,4112010059,交通运输部,天津市,本科,
天津理工大学,4112010060,天津市,天津市,本科,
天津农学院,4112010061,天津市,天津市,本科,
天津医科大学,4112010062,天津市,天津市,本科,
天津中医药大学,4112010063,天津市,天津市,本科,
天津师范大学,4112010065,天津市,天津市,本科,
天津职业技术师范大学,4112010066,天津市,天津市,本科,
天津外国语大学,4112010068,天津市,天津市,本科,
天津商业大学,4112010069,天津市,天津市,本科,
天津财经大学,4112010070,天津市,天津市,本科,
天津体育学院,4112010071,天津市,天津市,本科,
天津音乐学院,4112010072,天津市,天津市,本科,
天津美术学院,4112010073,天津市,天津市,本科,
天津城建大学,4112010792,天津市,天津市,本科,
天津天狮学院,4112010859,天津市教委,天津市,本科,民办
天津中德应用技术大学,4112012105,天津市,天津市,本科,
天津外国语大学滨海外事学院,4112013658,天津市教委,天津市,本科,民办
天津体育学院运动与文化艺术学院,4112013659,天津市教委,天津市,本科,民办
天津商业大学宝德学院,4112013660,天津市教委,天津市,本科,民办
天津医科大学临床医学院,4112013661,天津市教委,天津市,本科,民办
南开大学滨海学院,4112013663,天津市教委,天津市,本科,民办
天津师范大学津沽学院,4112013896,天津市教委,天津市,本科,民办
天津理工大学中环信息学院,4112013897,天津市教委,天津市,本科,民办
北京科技大学天津学院,4112013898,天津市教委,天津市,本科,民办
天津大学仁爱学院,4112014038,天津市教委,天津市,本科,民办
天津财经大学珠江学院,4112014087,天津市教委,天津市,本科,民办
天津市职业大学,4112011032,天津市,天津市,专科,
天津滨海职业学院,4112012484,天津市,天津市,专科,
天津工程职业技术学院,4112012487,天津市,天津市,专科,
天津青年职业学院,4112012535,天津市,天津市,专科,
天津渤海职业技术学院,4112012719,天津市,天津市,专科,
天津电子信息职业技术学院,4112012720,天津市,天津市,专科,
天津机电职业技术学院,4112012721,天津市,天津市,专科,
天津现代职业技术学院,4112012722,天津市,天津市,专科,
天津公安警官职业学院,4112012723,天津市,天津市,专科,
天津轻工职业技术学院,4112012732,天津市,天津市,专科,
天津商务职业学院,4112012788,天津市,天津市,专科,
天津国土资源和房屋职业学院,4112012803,天津市,天津市,专科,
天津医学高等专科学校,4112012880,天津市,天津市,专科,
天津开发区职业技术学院,4112012881,天津市,天津市,专科,
天津艺术职业学院,4112012882,天津市,天津市,专科,
天津交通职业学院,4112012883,天津市,天津市,专科,
天津冶金职业技术学院,4112013700,天津市,天津市,专科,
天津石油职业技术学院,4112013701,天津市,天津市,专科,
天津城市职业学院,4112013702,天津市,天津市,专科,
天津铁道职业技术学院,4112013863,天津市,天津市,专科,
天津工艺美术职业学院,4112013911,天津市,天津市,专科,
天津城市建设管理职业技术学院,4112014020,天津市,天津市,专科,
天津生物工程职业技术学院,4112014021,天津市,天津市,专科,
天津海运职业学院,4112014022,天津市,天津市,专科,
天津广播影视职业学院,4112014102,天津市,天津市,专科,
天津体育职业学院,4112014599,天津市,天津市,专科,
天津滨海汽车工程职业学院,4112014600,天津市教委,天津市,专科,民办
河北大学,4113010075,河北省,保定市,本科,
河北工程大学,4113010076,河北省,邯郸市,本科,
河北地质大学,4113010077,河北省,石家庄市,本科,
河北工业大学,4113010080,河北省,天津市,本科,
华北理工大学,4113010081,河北省,唐山市,本科,
河北科技大学,4113010082,河北省,石家庄市,本科,
河北建筑工程学院,4113010084,河北省,张家口市,本科,
河北水利电力学院,4113010085,河北省,沧州市,本科,
河北农业大学,4113010086,河北省,保定市,本科,
河北医科大学,4113010089,河北省,石家庄市,本科,
河北北方学院,4113010092,河北省,张家口市,本科,
承德医学院,4113010093,河北省,承德市,本科,
河北师范大学,4113010094,河北省,石家庄市,本科,
保定学院,4113010096,河北省,保定市,本科,
河北民族师范学院,4113010098,河北省,承德市,本科,
唐山师范学院,4113010099,河北省,唐山市,本科,
廊坊师范学院,4113010100,河北省,廊坊市,本科,
衡水学院,4113010101,河北省,衡水市,本科,
石家庄学院,4113010102,河北省,石家庄市,本科,
邯郸学院,4113010103,河北省,邯郸市,本科,
邢台学院,4113010104,河北省,邢台市,本科,
沧州师范学院,4113010105,河北省,沧州市,本科,
石家庄铁道大学,4113010107,河北省,石家庄市,本科,
燕山大学,4113010216,河北省,秦皇岛市,本科,
河北科技师范学院,4113010798,河北省,秦皇岛市,本科,
唐山学院,4113011033,河北省,唐山市,本科,
华北科技学院,4113011104,国家安全生产监督管理总局,廊坊市,本科,
中国人民武装警察部队学院,4113011105,公安部,廊坊市,本科,
河北体育学院,4113011236,河北省,石家庄市,本科,
河北金融学院,4113011420,河北省,保定市,本科,
北华航天工业学院,4113011629,河北省,廊坊市,本科,
防灾科技学院,4113011775,中国地震局,廊坊市,本科,
河北经贸大学,4113011832,河北省,石家庄市,本科,
中央司法警官学院,4113011903,司法部,保定市,本科,
河北传媒学院,4113012784,河北省教育厅,石家庄市,本科,民办
河北工程技术学院,4113012796,河北省教育厅,石家庄市,本科,民办
河北美术学院,4113013075,河北省教育厅,石家庄市,本科,民办
河北科技学院,4113013391,河北省教育厅,保定市,本科,民办
河北外国语学院,4113013402,河北省教育厅,石家庄市,本科,民办
河北大学工商学院,4113013404,河北省教育厅,保定市,本科,民办
华北理工大学轻工学院,4113013408,河北省教育厅,唐山市,本科,民办
河北科技大学理工学院,4113013409,河北省教育厅,石家庄市,本科,民办
河北师范大学汇华学院,4113013411,河北省教育厅,石家庄市,本科,民办
河北经贸大学经济管理学院,4113013414,河北省教育厅,石家庄市,本科,民办
河北医科大学临床学院,4113013415,河北省教育厅,石家庄市,本科,民办
华北电力大学科技学院,4113013417,河北省教育厅,保定市,本科,民办
河北工程大学科信学院,4113013578,河北省教育厅,邯郸市,本科,民办
河北工业大学城市学院,4113013584,河北省教育厅,廊坊市,本科,民办
燕山大学里仁学院,4113013592,河北省教育厅,秦皇岛市,本科,民办
石家庄铁道大学四方学院,4113013593,河北省教育厅,石家庄市,本科,民办
河北地质大学华信学院,4113013594,河北省教育厅,石家庄市,本科,民办
河北农业大学现代科技学院,4113013595,河北省教育厅,保定市,本科,民办
华北理工大学冀唐学院,4113013596,河北省教育厅,唐山市,本科,民办
中国地质大学长城学院,4113013891,河北省教育厅,保定市,本科,民办
燕京理工学院,4113013895,河北省教育厅,廊坊市,本科,民办
北京中医药大学东方学院,4113013899,河北省教育厅,廊坊市,本科,民办
北京交通大学海滨学院,4113014202,河北省教育厅,沧州市,本科,民办
河北东方学院,4113014225,河北省教育厅,廊坊市,本科,民办
河北中医学院,4113014432,河北省,石家庄市,本科,
张家口学院,4113014458,河北省,张家口市,本科,
河北环境工程学院,4213051721,河北省,秦皇岛市,本科,
河北工业职业技术学院,4113010873,河北省,石家庄市,专科,
邯郸职业技术学院,4113011034,河北省,邯郸市,专科,
石家庄职业技术学院,4113011238,河北省,石家庄市,专科,
张家口职业技术学院,4113011423,河北省,张家口市,专科,
承德石油高等专科学校,4113011777,河北省,承德市,专科,
邢台职业技术学院,4113011821,河北省,邢台市,专科,
河北软件职业技术学院,4113012352,河北省,保定市,专科,
河北石油职业技术学院,4113012367,河北省,廊坊市,专科,
河北建材职业技术学院,4113012389,河北省,秦皇岛市,专科,
河北政法职业学院,4113012408,河北省,石家庄市,专科,
沧州职业技术学院,4113012415,河北省,沧州市,专科,
河北能源职业技术学院,4113012418,河北省,唐山市,专科,
石家庄铁路职业技术学院,4113012424,河北省,石家庄市,专科,
保定职业技术学院,4113012543,河北省,保定市,专科,
秦皇岛职业技术学院,4113012773,河北省,秦皇岛市,专科,
石家庄工程职业学院,4113012782,河北省教育厅,石家庄市,专科,民办
石家庄城市经济职业学院,4113012783,河北省教育厅,石家庄市,专科,民办
唐山职业技术学院,4113012785,河北省,唐山市,专科,
衡水职业技术学院,4113012786,河北省,衡水市,专科,
唐山工业职业技术学院,4113012787,河北省,唐山市,专科,
邢台医学高等专科学校,4113012884,河北省,邢台市,专科,
河北省艺术职业学院,4113012885,河北省,石家庄市,专科,
河北旅游职业学院,4113012887,河北省,承德市,专科,
石家庄财经职业学院,4113013070,河北省教育厅,石家庄市,专科,民办
河北交通职业技术学院,4113013071,河北省,石家庄市,专科,
河北化工医药职业技术学院,4113013072,河北省,石家庄市,专科,
石家庄信息工程职业学院,4113013073,河北省,石家庄市,专科,
河北对外经贸职业学院,4113013074,河北省,秦皇岛市,专科,
保定电力职业技术学院,4113013392,河北省,保定市,专科,
河北机电职业技术学院,4113013393,河北省,邢台市,专科,
渤海石油职业学院,4113013394,河北省,沧州市,专科,
廊坊职业技术学院,4113013395,河北省,廊坊市,专科,
唐山科技职业技术学院,4113013396,河北省,唐山市,专科,
石家庄邮电职业技术学院,4113013397,河北省,石家庄市,专科,
河北公安警察职业学院,4113013398,河北省,石家庄市,专科,
石家庄工商职业学院,4113013399,河北省教育厅,石家庄市,专科,民办
石家庄理工职业学院,4113013400,河北省教育厅,石家庄市,专科,民办
石家庄科技信息职业学院,4113013403,河北省教育厅,石家庄市,专科,民办
河北司法警官职业学院,4113013690,河北省,邯郸市,专科,
沧州医学高等专科学校,4113013779,河北省,沧州市,专科,
河北女子职业技术学院,4113013822,河北省,石家庄市,专科,
石家庄医学高等专科学校,4113014018,河北省教育厅,石家庄市,专科,民办
石家庄经济职业学院,4113014047,河北省教育厅,石家庄市,专科,民办
冀中职业学院,4113014103,河北省,保定市,专科,
石家庄人民医学高等专科学校,4113014158,河北省教育厅,石家庄市,专科,民办
石家庄科技工程职业学院,4113014185,河北省,石家庄市,专科,
河北劳动关系职业学院,4113014208,河北省,石家庄市,专科,
石家庄科技职业学院,4113014213,河北省教育厅,石家庄市,专科,民办
泊头职业学院,4113014259,河北省,沧州市,专科,
宣化科技职业学院,4113014260,河北省,张家口市,专科,
廊坊燕京职业技术学院,4113014280,河北省,廊坊市,专科,
承德护理职业学院,4113014281,河北省,承德市,专科,
石家庄幼儿师范高等专科学校,4113014328,河北省,石家庄市,专科,
廊坊卫生职业学院,4113014335,河北省,廊坊市,专科,
河北轨道运输职业技术学院,4113014396,河北省,石家庄市,专科,
保定幼儿师范高等专科学校,4113014460,河北省,保定市,专科,
河北工艺美术职业学院,4113014471,河北省,保定市,专科,
渤海理工职业学院,4113014472,河北省教育厅,沧州市,专科,民办
唐山幼儿师范高等专科学校,4113014586,河北省,唐山市,专科,
曹妃甸职业技术学院,4113014601,河北省教育厅,唐山市,专科,民办
山西大学,4114010108,山西省,太原市,本科,
太原科技大学,4114010109,山西省,太原市,本科,
中北大学,4114010110,山西省,太原市,本科,
太原理工大学,4114010112,山西省,太原市,本科,
山西农业大学,4114010113,山西省,晋中市,本科,
山西医科大学,4114010114,山西省,太原市,本科,
长治医学院,4114010117,山西省,长治市,本科,
山西师范大学,4114010118,山西省,临汾市,本科,
太原师范学院,4114010119,山西省,太原市,本科,
山西大同大学,4114010120,山西省,大同市,本科,
晋中学院,4114010121,山西省,晋中市,本科,
长治学院,4114010122,山西省,长治市,本科,
运城学院,4114010123,山西省,运城市,本科,
忻州师范学院,4114010124,山西省,忻州市,本科,
山西财经大学,4114010125,山西省,太原市,本科,
山西中医药大学,4114010809,山西省,太原市,本科,
吕梁学院,4114010812,山西省,吕梁市,本科,
太原学院,4114011242,山西省,太原市,本科,
山西警察学院,4114012111,山西省,太原市,本科,
山西应用科技学院,4114012779,山西省教育厅,太原市,本科,民办
山西大学商务学院,4114013533,山西省教育厅,太原市,本科,民办
太原理工大学现代科技学院,4114013534,山西省教育厅,太原市,本科,民办
山西农业大学信息学院,4114013535,山西省教育厅,晋中市,本科,民办
山西师范大学现代文理学院,4114013537,山西省教育厅,临汾市,本科,民办
中北大学信息商务学院,4114013538,山西省教育厅,太原市,本科,民办
太原科技大学华科学院,4114013597,山西省教育厅,太原市,本科,民办
山西医科大学晋祠学院,4114013598,山西省教育厅,太原市,本科,民办
山西财经大学华商学院,4114013608,山西省教育厅,太原市,本科,民办
山西工商学院,4114013691,山西省教育厅,太原市,本科,民办
太原工业学院,4114014101,山西省,太原市,本科,
山西传媒学院,4114014434,山西省,太原市,本科,
山西工程技术学院,4114014527,山西省,阳泉市,本科,
山西能源学院,4214051189,山西省,晋中市,本科,
山西省财政税务专科学校,4114011630,山西省,太原市,专科,
长治职业技术学院,4114012388,山西省,长治市,专科,
山西艺术职业学院,4114012704,山西省,太原市,专科,
晋城职业技术学院,4114012774,山西省,晋城市,专科,
山西建筑职业技术学院,4114012775,山西省,太原市,专科,
山西药科职业学院,4114012776,山西省,太原市,专科,
山西工程职业技术学院,4114012777,山西省,太原市,专科,
山西交通职业技术学院,4114012778,山西省,太原市,专科,
大同煤炭职业技术学院,4114012780,山西省,大同市,专科,
山西机电职业技术学院,4114012888,山西省,长治市,专科,
山西戏剧职业学院,4114012889,山西省,太原市,专科,
山西财贸职业技术学院,4114012890,山西省,太原市,专科,
山西林业职业技术学院,4114012891,山西省,太原市,专科,
山西水利职业技术学院,4114012892,山西省,运城市,专科,
阳泉职业技术学院,4114012893,山西省,阳泉市,专科,
临汾职业技术学院,4114013171,山西省,临汾市,专科,
山西职业技术学院,4114013528,山西省,太原市,专科,
山西煤炭职业技术学院,4114013529,山西省,太原市,专科,
山西金融职业学院,4114013530,山西省,太原市,专科,
太原城市职业技术学院,4114013532,山西省,太原市,专科,
山西信息职业技术学院,4114013541,山西省教育厅,临汾市,专科,民办
山西体育职业学院,4114013692,山西省,太原市,专科,
山西警官职业学院,4114013693,山西省,太原市,专科,
山西国际商务职业学院,4114013694,山西省,太原市,专科,
潞安职业技术学院,4114013695,山西省,长治市,专科,
太原旅游职业学院,4114013696,山西省,太原市,专科,
山西旅游职业学院,4114013697,山西省,太原市,专科,
山西管理职业学院,4114013698,山西省,临汾市,专科,
山西电力职业技术学院,4114013745,山西省,太原市,专科,
忻州职业技术学院,4114013821,山西省,忻州市,专科,
山西同文职业技术学院,4114013862,山西省教育厅,晋中市,专科,民办
晋中职业技术学院,4114013913,山西省,晋中市,专科,
山西华澳商贸职业学院,4114013914,山西省教育厅,晋中市,专科,民办
山西运城农业职业技术学院,4114013934,山西省,运城市,专科,
运城幼儿师范高等专科学校,4114014093,山西省,运城市,专科,
山西老区职业技术学院,4114014105,山西省教育厅,太原市,专科,民办
山西经贸职业学院,4114014177,山西省,太原市,专科,
朔州职业技术学院,4114014186,山西省,朔州市,专科,
运城职业技术学院,4114014226,山西省教育厅,运城市,专科,民办
山西轻工职业技术学院,4114014247,山西省,太原市,专科,
晋中师范高等专科学校,4114014270,山西省,晋中市,专科,
阳泉师范高等专科学校,4114014271,山西省,阳泉市,专科,
山西青年职业学院,4114014336,山西省,太原市,专科,
运城护理职业学院,4114014397,山西省,运城市,专科,
运城师范高等专科学校,4114014461,山西省,运城市,专科,
朔州师范高等专科学校,4114014462,山西省,朔州市,专科,
吕梁职业技术学院,4114014500,山西省,吕梁市,专科,
内蒙古大学,4115010126,内蒙古自治区,呼和浩特市,本科,
内蒙古科技大学,4115010127,内蒙古自治区,包头市,本科,
内蒙古工业大学,4115010128,内蒙古自治区,呼和浩特市,本科,
内蒙古农业大学,4115010129,内蒙古自治区,呼和浩特市,本科,
内蒙古医科大学,4115010132,内蒙古自治区,呼和浩特市,本科,
内蒙古师范大学,4115010135,内蒙古自治区,呼和浩特市,本科,
内蒙古民族大学,4115010136,内蒙古自治区,通辽市,本科,
赤峰学院,4115010138,内蒙古自治区,赤峰市,本科,
内蒙古财经大学,4115010139,内蒙古自治区,呼和浩特市,本科,
呼伦贝尔学院,4115010819,内蒙古自治区,呼伦贝尔市,本科,
集宁师范学院,4115011427,内蒙古自治区,乌兰察布市,本科,
河套学院,4115011631,内蒙古自治区,巴彦淖尔市,本科,
呼和浩特民族学院,4115011709,内蒙古自治区,呼和浩特市,本科,
内蒙古大学创业学院,4115014199,内蒙古自治区教育厅,呼和浩特市,本科,民办
内蒙古师范大学鸿德学院,4115014205,内蒙古自治区教育厅,呼和浩特市,本科,民办
内蒙古艺术学院,4115014531,内蒙古自治区,呼和浩特市,本科,
鄂尔多斯应用技术学院,4115014532,内蒙古自治区,鄂尔多斯市,本科,
内蒙古建筑职业技术学院,4115010871,内蒙古自治区,呼和浩特市,专科,
内蒙古丰州职业学院,4115011429,内蒙古自治区教育厅,呼和浩特市,专科,民办
包头职业技术学院,4115012057,内蒙古自治区,包头市,专科,
兴安职业技术学院,4115012443,内蒙古自治区,兴安盟,专科,
呼和浩特职业学院,4115012670,内蒙古自治区,呼和浩特市,专科,
包头轻工职业技术学院,4115012671,内蒙古自治区,包头市,专科,
内蒙古电子信息职业技术学院,4115012673,内蒙古自治区,呼和浩特市,专科,
内蒙古机电职业技术学院,4115012674,内蒙古自治区,呼和浩特市,专科,
内蒙古化工职业学院,4115012675,内蒙古自治区,呼和浩特市,专科,
内蒙古商贸职业学院,4115012676,内蒙古自治区,呼和浩特市,专科,
锡林郭勒职业学院,4115012677,内蒙古自治区,锡林郭勒盟,专科,
内蒙古警察职业学院,4115012797,内蒙古自治区,呼和浩特市,专科,
内蒙古体育职业学院,4115012894,内蒙古自治区,呼和浩特市,专科,
乌兰察布职业学院,4115013699,内蒙古自治区,乌兰察布市,专科,
通辽职业学院,4115013740,内蒙古自治区,通辽市,专科,
科尔沁艺术职业学院,4115013741,内蒙古自治区,通辽市,专科,
内蒙古交通职业技术学院,4115013824,内蒙古自治区,赤峰市,专科,
包头钢铁职业技术学院,4115013864,内蒙古自治区,包头市,专科,
乌海职业技术学院,4115013915,内蒙古自治区,乌海市,专科,
内蒙古科技职业学院,4115014048,内蒙古自治区教育厅,呼和浩特市,专科,民办
内蒙古北方职业技术学院,4115014049,内蒙古自治区教育厅,呼和浩特市,专科,民办
赤峰职业技术学院,4115014050,内蒙古自治区教育厅,赤峰市,专科,民办
内蒙古经贸外语职业学院,4115014051,内蒙古自治区教育厅,呼和浩特市,专科,民办
包头铁道职业技术学院,4115014187,内蒙古自治区,包头市,专科,
乌兰察布医学高等专科学校,4115014219,内蒙古自治区,乌兰察布市,专科,
鄂尔多斯职业学院,4115014248,内蒙古自治区,鄂尔多斯市,专科,
内蒙古工业职业学院,4115014282,内蒙古自治区教育厅,呼和浩特市,专科,民办
呼伦贝尔职业技术学院,4115014283,内蒙古自治区,呼伦贝尔市,专科,
满洲里俄语职业学院,4115014285,内蒙古自治区,呼伦贝尔市,专科,
内蒙古能源职业学院,4115014337,内蒙古自治区教育厅,呼和浩特市,专科,民办
赤峰工业职业技术学院,4115014338,内蒙古自治区,赤峰市,专科,
阿拉善职业技术学院,4115014339,内蒙古自治区,阿拉善盟,专科,
内蒙古美术职业学院,4115014387,内蒙古自治区教育厅,巴彦淖尔市,专科,民办
内蒙古民族幼儿师范高等专科学校,4115014463,内蒙古自治区,鄂尔多斯市,专科,
鄂尔多斯生态环境职业学院,4115014501,内蒙古自治区,鄂尔多斯市,专科,
扎兰屯职业学院,4115014539,内蒙古自治区,呼伦贝尔市,专科,
辽宁大学,4121010140,辽宁省,沈阳市,本科,
大连理工大学,4121010141,教育部,大连市,本科,
沈阳工业大学,4121010142,辽宁省,沈阳市,本科,
沈阳航空航天大学,4121010143,辽宁省,沈阳市,本科,
沈阳理工大学,4121010144,辽宁省,沈阳市,本科,
东北大学,4121010145,教育部,沈阳市,本科,
辽宁科技大学,4121010146,辽宁省,鞍山市,本科,
辽宁工程技术大学,4121010147,辽宁省,阜新市,本科,
辽宁石油化工大学,4121010148,辽宁省,抚顺市,本科,
沈阳化工大学,4121010149,辽宁省,沈阳市,本科,
大连交通大学,4121010150,辽宁省,大连市,本科,
大连海事大学,4121010151,交通运输部,大连市,本科,
大连工业大学,4121010152,辽宁省,大连市,本科,
沈阳建筑大学,4121010153,辽宁省,沈阳市,本科,
辽宁工业大学,4121010154,辽宁省,锦州市,本科,
沈阳农业大学,4121010157,辽宁省,沈阳市,本科,
大连海洋大学,4121010158,辽宁省,大连市,本科,
中国医科大学,4121010159,辽宁省,沈阳市,本科,
锦州医科大学,4121010160,辽宁省,锦州市,本科,
大连医科大学,4121010161,辽宁省,大连市,本科,
辽宁中医药大学,4121010162,辽宁省,沈阳市,本科,
沈阳药科大学,4121010163,辽宁省,沈阳市,本科,
沈阳医学院,4121010164,辽宁省,沈阳市,本科,
辽宁师范大学,4121010165,辽宁省,大连市,本科,
沈阳师范大学,4121010166,辽宁省,沈阳市,本科,
渤海大学,4121010167,辽宁省,锦州市,本科,
鞍山师范学院,4121010169,辽宁省,鞍山市,本科,
大连外国语大学,4121010172,辽宁省,大连市,本科,
东北财经大学,4121010173,辽宁省,大连市,本科,
中国刑事警察学院,4121010175,公安部,沈阳市,本科,
沈阳体育学院,4121010176,辽宁省,沈阳市,本科,
沈阳音乐学院,4121010177,辽宁省,沈阳市,本科,
鲁迅美术学院,4121010178,辽宁省,沈阳市,本科,
辽宁对外经贸学院,4121010841,辽宁省教育厅,大连市,本科,民办
沈阳大学,4121011035,辽宁省,沈阳市,本科,
大连大学,4121011258,辽宁省,大连市,本科,
辽宁科技学院,4121011430,辽宁省,本溪市,本科,
辽宁警察学院,4121011432,辽宁省,大连市,本科,
沈阳工程学院,4121011632,辽宁省,沈阳市,本科,
辽东学院,4121011779,辽宁省,丹东市,本科,
大连民族大学,4121012026,国家民委,大连市,本科,
大连理工大学城市学院,4121013198,辽宁省教育厅,大连市,本科,民办
沈阳工业大学工程学院,4121013199,辽宁省教育厅,辽阳市,本科,民办
沈阳航空航天大学北方科技学院,4121013200,辽宁省教育厅,沈阳市,本科,民办
沈阳工学院,4121013201,辽宁省教育厅,沈阳市,本科,民办
大连工业大学艺术与信息工程学院,4121013203,辽宁省教育厅,大连市,本科,民办
大连科技学院,4121013207,辽宁省教育厅,大连市,本科,民办
沈阳城市建设学院,4121013208,辽宁省教育厅,沈阳市,本科,民办
中国医科大学临床医药学院,4121013211,辽宁省教育厅,沈阳市,本科,民办
大连医科大学中山学院,4121013212,辽宁省教育厅,大连市,本科,民办
锦州医科大学医疗学院,4121013213,辽宁省教育厅,锦州市,本科,民办
辽宁师范大学海华学院,4121013215,辽宁省教育厅,沈阳市,本科,民办
辽宁理工学院,4121013217,辽宁省教育厅,锦州市,本科,民办
大连财经学院,4121013218,辽宁省教育厅,大连市,本科,民办
沈阳城市学院,4121013220,辽宁省教育厅,沈阳市,本科,民办
辽宁石油化工大学顺华能源学院,4121013583,辽宁省教育厅,抚顺市,本科,民办
大连艺术学院,4121013599,辽宁省教育厅,大连市,本科,民办
辽宁中医药大学杏林学院,4121013609,辽宁省教育厅,沈阳市,本科,民办
辽宁何氏医学院,4121013610,辽宁省教育厅,沈阳市,本科,民办
沈阳科技学院,4121013621,辽宁省教育厅,沈阳市,本科,民办
